PMC-llama13b_answer_original,PMC-llama13b_answer_v1,PMC-llama13b_answer_v2,PMC-llama13b_answer_v3,PMC-llama13b_answer_v4,PMC-llama13b_answer_v5
"1. History of contact with an infected individual or a pet with scabies is important.2. The presence of burrows is pathognomonic for scabies. Burrows are visible as gray-white threads in the skin that appear like spokes of a wheel.3. The sites most commonly involved are the web spaces of the fingers, the flexural creases of the wrists, elbows, and axillae, and the area around the umbilicus.4. In infants, the scalp, face, and neck are often involved.5. The palms and soles are generally spared.6. A history of itching and scratching is also suggestive of scabies.7. A skin scraping is performed using a scalpel to remove the surface layer of skin. This is then examined under the microscope for the presence of mites, eggs, or fecal pellets.8. A skin biopsy may be performed in atypical cases.",1) Microscopic identification of the mite from the burrow or from the scabies mites in the stratum corneum. 2) Serological tests.,"1. Physical examination: A thorough physical examination is essential to identify the characteristic burrow, which is a tiny wavy mark that may be difficult to see. The burrow is a tiny tunnel created as the mite moves under the skin. Burrows are most often found on the hands, wrists, elbows, genitals, and buttocks. 2. Skin scraping: A physician may use a scalpel or a special tool to scrape some skin scales from an area that looks like a burrow. The skin sample is then examined under a microscope for the presence of mites, eggs, or feces. 3. Biopsy: In rare cases, a skin biopsy may be performed.","1. Itching is the most common symptom. It typically gets worse at night. 2. Small red bumps, blisters, or pimples. 3. Burrows, which are tiny thread-like tunnels in the skin. 4. Scratch marks. 5. A scaly rash.","1. Physical exam. The doctor will look for signs of scabies, such as burrows (insect bite marks) and rashes. 2. Skin scraping. The doctor will use a scalpel or a fine needle to scrape a small amount of material from the skin lesions or burrows. The scraped material is then examined under a microscope for the presence of mites, eggs, or feces. 3. Antibody testing. Antibody tests can help diagnose scabies even if the parasites cannot be found on skin scraping.","1. History of contact with an individual who has scabies. 2. Characteristic rash: a. Burrow: pathognomonic lesion; serpentine (S. carangulum), thread-like gray-brown line representing the intraepidermal tunnel created by moving female mite in stratum corneum; usually seen on the web spaces between the fingers, wrists, elbows, axillae, and genital area; b. Papules: vesicles, pustules, and papules may be seen in the web spaces; c. Erythematous papules and papulovesicles on the palms and soles; d. Excoriations: secondary lesions due to scratching; e. Post-scabietic nodules: seen in the genital area, axillae, and elbows; represent a hypersensitivity reaction to the mite; f. Pustules: seen in the axillae and folds of the skin; g. Crusted lesions: seen in the scalp, face, and infants; represent a severe form of scabies in which the mite is able to spread widely; h. Secondary infection: seen in areas of crusting; i. Nodular lesions: seen in the genital area; represent a hypersensitivity reaction to the mite; 3. Identification of the mite: a. Intradermal skin biopsy: most sensitive test; b. Skin scraping: less sensitive but can be performed in the office; c. Epiluminesis: most sensitive in infants; 4. History of exposure to an individual with scabies."
1. Topical Permethrin 5% cream or lotion. 2. Topical 25% Benzyl Benzoate lotion. 3. Oral Ivermectin.,"1. Permethrin cream 5% is the most common cream used to treat scabies. You apply it all over your body, from the neck down, and leave it on for 8 to 14 hours. You need to wash it off in a bathtub or shower the next day. 2. Ivermectin is an oral medication that may be used in some cases of scabies. It is especially useful for treating scabies in nursing mothers and their babies, and for people with crusted scabies (also called Norwegian scabies). 3. Other medications used to treat scabies include: a. Gamma benzene hexachloride (also called gamma benzene hexachloride, or G-BHCl) b. Crotamiton (also called Eurax) c. Sulfur ointments d. Benzyl benzoate e. Precipitated sulfur","1. Permethrin cream is the most common treatment. It is applied all over the body from the neck down. It is usually applied once, and then again 1 week later. 2. Other medicines used to treat scabies include: Ivermectin - an oral medication that is sometimes used to treat scabies in people who cannot tolerate permethrin cream or lotion. Ivermectin may be given as a single dose of 200 micrograms per kilogram of body weight. A second dose may be needed 1 week later. 3. Other medicines used to treat scabies include: Sulfur 5% - a cream that is applied to the skin of the neck, trunk, and extremities. It is usually applied twice a day for 3-4 days. 4. Benzyl benzoate - a clear liquid that is applied to the skin of the neck, trunk, and extremities. It is usually applied twice a day for 3-4 days. 5. Crotamiton 10% - a cream that is applied to the skin of the neck, trunk, and extremities. It is usually applied twice a day for 3-4 days.","1. Permethrin cream 5% is the most common medication used to treat scabies. 2. Other medications include ivermectin, lindane, sulfur, and benzyl benzoate.","1. Permethrin cream 5% is the treatment of choice for scabies infection.2. Other treatment options include ivermectin, lindane, benzyl benzoate, crotamiton, and sulfur.","1. Permethrin cream, 5%, is the most effective treatment for scabies.2. Permethrin cream is a prescription medication.3. It is important to apply permethrin cream exactly as directed.4. One treatment may not be enough to kill all the mites. A second treatment may be needed 4 weeks or longer after the first treatment.5. All clothing and bedding must be washed in hot water to kill any mites that may be present."
"1. Avoid skin-to-skin contact with people who have scabies. 2. Wash clothing and bed linens in hot water. 3. Maintain good personal hygiene. 4. Treat family members, friends, and sexual partners if they have scabies. 5. Try not to scratch the rash. This can lead to a bacterial infection.","1. Treatment of close contacts at the same time as the patient. 2. Washing clothing, bed linens, and towels in hot water. 3. Avoiding skin-to-skin contact with others.","1. Avoid skin-to-skin contact with people who have scabies. 2. Wash clothing and bedding in hot water. 3. Clean and treat clothing, bedding, and furniture that may have been in contact with scabies. 4. Teach children to avoid close physical contact with others who have scabies.",1. Avoid skin-to-skin contact with infected people. 2. Wash clothing and bedding in hot water. 3. Check for lice on your child if he or she has scabies. 4. Check for lice on your partner if he or she has scabies. 5. Treat all family members and other close contacts at the same time. 6. Try not to touch the skin of people with scabies.,"1. Wash all clothing and bedding in hot water.2. Treat other members of the household even if they show no signs of scabies.3. Avoid close physical contact with other people until the treatment is completed.4. Do not share clothing, towels, or bedding with other family members or friends until the treatment is completed.","1. Avoid skin-to-skin contact with people who have scabies. 2. Wash clothing and bed linens in hot water. 3. Avoid close physical contact with people who have crusted scabies (Norwegian scabies). 4. Check for a rash in other family members or other close contacts. If a rash is present, they may need treatment, too. 5. Try not to touch the skin of people who have scabies. 6. Check for a rash in other family members or other close contacts. If a rash is present, they may need treatment, too."
1. Individuals living in or traveling to Africa where the disease is endemic. 2. Health care workers who may be exposed to infected patients. 3. Laboratory personnel working with the virus. 4. People who have had close contact with family members or friends who have had LUHF.,1. Pre-existing immunity to the virus. 2. Individuals who have had contact with an infected person or who have traveled to an area where the virus is present.,"1. The people most likely to contract Lujo hemorrhagic fever (LUHF) are those who live in or travel to Africa where the disease is endemic. 2. The disease is endemic to parts of Africa, specifically the Democratic Republic of Congo (formerly Zaire). 3. The natural reservoir of the virus is unknown. 4. The vector for transmission is unknown. 5. The incubation period is estimated to be 2 to 3 days. 6. The disease is characterized by fever, severe muscle pain, headache, and bleeding.",1. People living in or traveling to areas where LUHF is endemic. 2. Healthcare workers in high risk areas. 3. Laboratory personnel handling samples from LUHF patients.,"1. The disease is prevalent in the rainforests of Central and West Africa. 2. The vector is the bush rat, Mammary natalis. 3. The reservoir is the infected bush rat. 4. The incubation period is 3-10 days. 5. The clinical symptoms include fever, headache, myalgia, vomiting, diarrhea, bleeding, shock, and death. 6. The fatality rate is 50%.","1. The most vulnerable group is women who are pregnant or have recently given birth. 2. Young children are also at high risk. 3. Other groups at risk include people with malnutrition, weakened immune systems, and people who come into close contact with infected people."
1. Fever 2. Headache 3. Muscle pain 4. Loss of appetite 5. Nausea 6. Vomiting 7. Diarrhea 8. Chest pain 9. Cough 10. Abdominal pain 11. Confusion 12. Disorientation 13. Dizziness 14. Fainting 15. Convulsions 16. Coma 17. Blood in urine 18. Blood in stool 19. Black or bloody stools 20. Blood in or around the nose 21. Unusual bleeding or bruising 22. Petechial rash,1. Fever 2. Headache 3. Myalgia 4. Cough 5. Vomiting 6. Diarrhea 7. Seizures 8. Rash 9. Bleeding,1. Fever 2. Headache 3. Myalgia 4. Cough 5. Vomiting 6. Diarrhea 7. Seizures 8. Coma,"1. Fever 2. Headache 3. Myalgia 4. Malaise 5. Vomiting 6. Diarrhea 7. Chest pain 8. Cough 9. Conjunctivitis 10. Abdominal pain 11. Hemorrhage (e.g., epistaxis, petechiae, ecchymoses, hematuria, hematemesis, melena, or blood in stool) 12. Rash (e.g., maculopapular, vesicular, or petechial) 13. GI symptoms (e.g., nausea, anorexia, or abdominal pain) 14. Neurologic symptoms (e.g., confusion, lethargy, or encephalopathy) 15. Renal symptoms (e.g., proteinuria, hematuria, or elevated creatinine)",1. Fever 2. Headache 3. Myalgia 4. Cough 5. Vomiting 6. Diarrhea 7. Abdominal pain 8. Hemorrhage,1. Fever 2. Hemorrhage 3. Purpuric rash 4. Gastrointestinal symptoms 5. Renal impairment 6. Hepatitis 7. Thrombocytopenia
1. Individuals living in or traveling to Africa where the disease is endemic. 2. Health care workers who may be exposed to infected patients or specimens.,1. Individuals living in or traveling to areas where the disease is endemic. 2. Health care workers who may be exposed to infected patients. 3. Laboratory personnel working with the virus. 4. People who have had close contact with an infected person.,1. People who work in or visit forests in western and central Africa where the virus is found. 2. People who handle infected animals or eat undercooked infected meat. 3. People who travel to or live in areas where the virus is found.,"1. The poor, who live in poor hygienic conditions, and who are in frequent contact with rodents and their excreta. 2. Travelers and tourists who visit endemic areas without taking precautions. 3. Health workers who are exposed to patients with the disease.",1. People living in or traveling to areas where LUFV is endemic. 2. Hunters and other people who come into contact with infected animals. 3. Laboratory personnel who handle infected animals or tissues. 4. Persons who participate in cultural practices that expose them to infected animals or tissues.,"1. People with poor hygiene, 2. People with poor nutrition, 3. People with low socioeconomic status, 4. People with low education, 5. People living in rural areas, 6. People living in poor housing conditions, 7. People with multiple sexual partners, 8. People with multiple children, 9. People with low standards of personal and environmental hygiene, 10. People with low standards of medical care."
1) History of travel to or residence in an endemic area. 2) Clinical features: - Fever - Lymphadenopathy - Hematemesis - Gastrointestinal bleeding - Hepatomegaly - Splenomegaly - Ecchymoses - Petechiae - Epistaxis - Meno-metrorrhagia - Weight loss 3) Laboratory features: - Thrombocytopenia - Leukopenia - Elevated liver enzymes - Elevated bilirubin - Elevated prothrombin time - Elevated fibrin degradation products 4) Radiological features: - Chest X-ray - CT scan - Ultrasound - Echocardiography,1) Detection of viral antigens by immunofluorescence or ELISA 2) Detection of viral RNA by reverse-transcription polymerase chain reaction (RT-PCR),1. History of exposure to infected rodents or their excreta 2. Clinical features: - Fever - Hematemesis - Gastrointestinal bleeding - Hepatomegaly - Splenomegaly - Lymphadenopathy - Hemorrhages - Rash - Neurological symptoms 3. Laboratory findings: - Thrombocytopenia - Leukocytosis - Elevated liver enzymes - Elevated bilirubin - Prolonged prothrombin time,"1. Assess for symptoms of fever, bleeding, and shock. 2. Perform a rapid diagnostic test for suspected cases. 3. Confirm diagnosis with serology and/or PCR. 4. Isolate and manage suspected cases. 5. Implement contact tracing and monitoring. 6. Implement infection control measures.","1. History of contact with sick individuals or dead animals. 2. Fever, bleeding manifestations, rash, organ failure. 3. Diagnosis by PCR, virus isolation, serology. 4. No specific treatment, supportive.",1. History of contact with rodents or their excreta in Africa2. Thrombocytopenia3. Leukopenia4. Elevated liver enzymes5. Prolonged clotting times
1. Supportive care 2. Ribavirin 3. Interferon alpha 4. Favipavir 5. Convalescent plasma,1. Supportive care 2. Ribavirin and IFN-alpha 3. Favipavir 4. Convalescent plasma,"1. No specific treatment is available for Lujo hemorrhagic fever. 2. Patients are treated with supportive care (e.g., intravenous fluids, blood transfusion, mechanical ventilation, and renal replacement therapy). 3. Ribavirin, a broad-spectrum antiviral agent, has been used to treat patients with Lujo hemorrhagic fever.",1. Supportive care 2. Ribavirin and Interferon alpha 3. Favipavir 4. Fos'Jevipi 5. Kaletra,"1) Supportive care (e.g., maintenance of hydration, control of fever, management of hypotension, and use of blood products) 2) Ribavirin, a nucleoside analogue with activity against Bunyaviridae, is being used in some cases 3) There is no specific antiviral therapy for Lujo hemorrhagic fever","1) No specific treatment is available for Lujo hemorrhagic fever. 2) Patients are treated with supportive therapy, including intravenous fluids, blood transfusions, and mechanical ventilation. 3) Antibiotics may be used to prevent secondary bacterial infections."
1. Prevent contact with rodents and their excreta. 2. Avoid eating rodents. 3. Avoid drinking from uncovered water sources. 4. Avoid eating foods that may have been in contact with rodents. 5. Wash hands frequently. 6. Cover mouth and nose when coughing or sneezing. 7. Maintain a clean and hygienic environment. 8. Use mosquito nets to prevent mosquito bites. 9. Use repellent to prevent mosquito bites.,"1. Prevention of contact with infected rodents. 2. Protection from infected rodent excreta. 3. Protection from bites of infected rodents. 4. Protection from contact with infected humans. 5. Protection from infected body fluids of humans. 6. Protection from environmental contamination with infected human body fluids. 7. Protection from infected medical equipment and supplies. 8. Protection from infected blood and blood products. 9. Protection from sexual contact with infected humans. 10. Protection from contact with infected bodily fluids of humans. 11. Protection from contact with infected humans in closed settings (e.g., hospitals). 12. Protection from infected humans in the same residence (e.g., family members).","1. Avoid contact with infected people or objects in their body fluids. 2. Wash your hands frequently and properly. 3. Cover your mouth and nose when coughing or sneezing. 4. Practice ""social distancing"" by maintaining at least 6 feet between yourself and anyone who is coughing or sneezing. 5. Try to clean your hands after touching surfaces that may be contaminated with body fluids. 6. Try to avoid close contact with pets and other animals, especially wild animals. 7. Do not handle or touch animals, their food or water, or their cages or pens. 8. Do not wear contact lenses when potentially exposed to animals or their body fluids. 9. Wear a protective facemask when in close contact with people who may have been exposed to the virus. 10. Try to avoid travel to areas where there is an outbreak of the disease. Check the Centers for Disease Control and Prevention (CDC) website for updates on areas where the disease is present.",1) Patients should be isolated in a hospital until they are no longer considered infectious; 2) Healthcare workers should take precautions when handling specimens and while performing procedures on patients; 3) Disinfection and disposal of contaminated materials should be carried out in accordance with standard procedures for blood-borne pathogens; 4) Laboratory testing should be conducted in facilities with appropriate biosafety containment; and 5) Patient travel should be restricted.,1. Prevention of contact with infected rodents and their excreta. 2. Avoidance of rodents' entry into the house. 3. Keeping the house clean and free from accumulation of trash and foodstuffs. 4. Use of mosquito nets. 5. Use of repellents. 6. Use of protective clothing.,1. Prevent contact with bats. 2. Prevent contact with infected rodents. 3. Prevent contact with infected humans. 4. Wear protective clothing when in contact with animals. 5. Wash hands frequently. 6. Cook food thoroughly. 7. Avoid unprotected sexual contact. 8. Avoid direct contact with human blood. 9. Avoid sharing needles or syringes. 10. Get medical attention immediately if symptoms occur.
"1. Baylisascaris procyonis infection has been reported in humans, and the disease can be fatal. 2. Transmission to humans can occur through direct contact with raccoon feces, ingestion of raccoon feces, or ingestion of an intermediate host (e.g., a mollusk, a coon, or a rodent). 3. Clinical manifestations include eosinophilia, leukocytosis, and elevated serum IgE levels. 4. In addition to the CNS, B. procyonis can infect the eyes, visceral organs, and skin. 5. In children, the disease can present as a space-occupying lesion in the brain. 6. In addition to raccoons, B. procyonis infects other animals, including skunks, cats, and dogs.",1. Infection with nematodes of the genus Baylisascaris.,"1. Baylisascaris procyonis is a roundworm that infects raccoons and causes a severe, often fatal, infection in humans. 2. Baylisascaris procyonis is a roundworm that infects raccoons and causes a severe, often fatal, infection in humans.","1. Baylisascaris procyonis is a parasitic roundworm of raccoons and skunks that can infect humans. 2. Infection with B. procyonis can cause a roundworm infection in the human intestine. 3. Symptoms of infection may include nausea, vomiting, diarrhea, and stomach pain. In severe cases, the infection can cause damage to the nervous system, eyes, and other organs. 4. Most human infections are asymptomatic.","1. Baylisascaris infection is an infection caused by the Baylisascaris procyonis, a roundworm commonly found in raccoons. 2. The larvae of this parasite can infect humans, leading to a condition known as baylisascariasis. 3. Symptoms of baylisascariasis include fever, breathing difficulties, and neurological problems. In severe cases, the infection can be fatal.",2 results found.
"1. People with pets, especially those with cats, may be at increased risk for baylisascaris infection. 2. Children with pica (eating non-food items) may be at increased risk for baylisascaris infection.","1. Individuals with pica, which is the compulsive eating of non-nutritive substances such as sand, soil, or clay. 2. Individuals with conditions that result in immunosuppression, such as HIV/AIDS, chemotherapy, or transplant recipients.",1. Domestic cats and their owners2. Wild canines3. Humans,"1. People with pets, especially cats and dogs 2. People who have or who desire outdoor pets 3. People who have or who desire rural living 4. People who have or who desire gardening as a hobby 5. People who have or who desire camping or wilderness experience 6. People who have or who desire raw meat consumption 7. People who have or who desire contact with wild animals 8. People who have or who desire contact with domestic animals 9. People who have or who desire outdoor activities 10. People who have or who desire rural activities",1. Domestic cats and their owners; 2. Wild canids; 3. Humans.,"1. Baylisascaris procyonis is a roundworm that infects raccoons. Humans are at risk if they accidentally ingest the eggs of this parasite. 2. Infected raccoons are more likely to be found in suburban and urban areas than in rural areas because of increased availability of food and water sources for raccoons. 3. The eggs are deposited in raccoon feces, which may contaminate areas where children play. 4. Once ingested, the eggs hatch into larvae, which then migrate to the brain, causing a potentially fatal infection. 5. The disease is most common in children under the age of 10."
"1. A blood test can show antibodies to Baylisascaris in the blood. This test can help diagnose an active infection, but cannot tell whether the infection occurred recently or a long time ago. 2. Examination of stool samples can show Baylisascaris eggs in the stool. This test can help diagnose an active infection, but cannot tell whether the infection occurred recently or a long time ago. 3. Examination of tissue samples from the body can show Baylisascaris larvae or eggs. This test can help diagnose an active infection, but cannot tell whether the infection occurred recently or a long time ago.","1) Serologic tests (enzyme-linked immunosorbent assay [ELISA] and immunoblot) are the most common methods for diagnosing Baylisascaris infection. 2) The Baylisascaris-specific IgG ELISA has been shown to be highly sensitive and specific for diagnosing human infection. 3) The Baylisascaris-specific IgM ELISA can be used to determine the timing of infection. 4) Polymerase chain reaction (PCR) assays have been developed for detection of Baylisascaris DNA in tissues and organs; however, these are not routinely available.",1. Laboratory diagnosis: Demonstration of the eggs or larvae in tissue specimens by microscopic examination is the most common method for diagnosis. 2. Serology: Serological diagnosis is based on detection of antibodies against B. procyonis in patient serum by enzyme-linked immunosorbent assay (ELISA) or immunoblotting. 3. PCR: Polymerase chain reaction (PCR) methods have been developed for detection of B. procyonis DNA in tissue specimens.,1) Serologic tests are available but are not routinely performed. 2) PCR testing of tissue or blood samples can also be used.,"1. History of exposure to raccoon or other animals known to carry the Baylisascaris organism. 2. Symptoms of an infection that may include fever, headache, vomiting, vision changes, confusion, loss of muscle control, and seizures. 3. Examination of the brain, eye, and other body tissues or fluids for signs of infection. 4. Tests to detect antibodies to Baylisascaris in the blood.",1) Serologic tests are the most sensitive and specific tools for diagnosing Baylisascaris infection. 2) Demonstration of Baylisascaris larvae in tissue specimens provides definitive evidence of infection.
1. Treatment for B. procyonis infection is not effective. 2. No specific treatment is available for B. procyonis infection. 3. Treatment is supportive.,1. Supportive care 2. Anthelmintic therapy,2 medications are commonly used to treat Baylisascaris parasites infection: albendazole and corticosteroids.,1. Antihelminthics 2. Anthelmintics 3. Diethylcarbamazine 4. Albendazole 5. Mebendazole 6. Pyrantel pamoate,"1. Treatment of Baylisascaris infection is supportive. 2. Antiparasitic medications are not effective. 3. In severe cases, treatment with albendazole or ivermectin may be considered.","1) Supportive therapy: This includes treating symptoms such as fever, headaches, and muscle pain. 2) Anthelmintic therapy: This includes medications such as albendazole or mebendazole to kill the parasites."
"1. Prevention of exposure to infected raccoon feces. 2. Washing hands thoroughly after contact with soil, water, or animals. 3. Avoiding touching ones mouth and washing hands immediately after touching raccoons, wild animals, or animals at risk of carrying B. procyonis. 4. Keeping sandboxes and playgrounds clean. 5. Keeping pets' living areas clean. 6. Avoiding eating, drinking, or smoking when cleaning up after pets. 7. Wearing gloves and a mask when cleaning up after pets or when doing outdoor work that may expose a person to infected raccoon feces. 8. Keeping pet's nails clean and trimmed. 9. Avoiding contact with stray cats and dogs. 10. Cooking well all foods and drinking water from a safe source. 11. Avoiding eating certain wild plants and mushrooms. 12. Avoiding walking barefoot.","1. Keep your hands clean. Wash your hands thoroughly with soap and water after touching raw meat, soil, or unwashed vegetables.

2. Cook meat thoroughly. Use a meat thermometer to make sure the meat is cooked to a temperature of 165 degrees Fahrenheit.

3. Wash fruits and vegetables. Wash all fruits and vegetables, or fruits and vegetables meant for young children, in running water.

4. Keep your pets free of parasites. Keep your dogs, cats, and other pets free of parasites. Regularly deworm your pets.",1. Prevent contact with raccoon and skunks. 2. Wear protective gloves when handling pet dogs and cats. 3. Wash hands thoroughly after handling pet dogs and cats. 4. Keep pet dogs and cats free of parasites. 5. Do not feed or touch wild animals. 6. Do not touch or eat wild birds. 7. Wear protective gloves when doing outdoor activities that might bring one in contact with wild animals or their droppings. 8. Wash hands thoroughly after doing outdoor activities.,"1. Preventing contact with infected raccoon feces is the best way to avoid infection. 2. Washing hands thoroughly after contact with soil, birds, and animals helps prevent infection. 3. Keeping sandboxes and playgrounds clean helps prevent infection. 4. Cooking wild game and cleaning it thoroughly before eating helps prevent infection. 5. Removing any clothes contaminated with raccoon feces immediately helps prevent infection.","1. Prevention of exposure to infected raccoon feces is the best way to avoid infection. 2. Washing hands thoroughly after contact with soil, birds, and animals helps prevent infection. 3. Keeping sandboxes covered when not in use and keeping sandboxes clean may help prevent infection. 4. Removing pet feces from yards and gardens may help prevent infection. 5. Keeping cats and dogs away from areas where wild animals are present may help prevent infection. 6. Cooking game meat thoroughly may help prevent infection.","1. Preventing exposure to infected raccoon feces is the best way to avoid Baylisascaris infection. People should not handle or eat undercooked raccoon meat. 2. Washing hands thoroughly with soap and water after touching raccoons or their feces, or after being in areas where raccoons live, can help prevent infection. 3. Keeping sandboxes and playground areas clean and free of animal feces can help prevent infection."
"1. African trypanosomiasis is a disease caused by the infection of Trypanosoma brucei. It is also called sleeping sickness because of the altered mental state that characterizes the late stages of the disease. 2. The vector for the disease is the tsetse fly. 3. The early stage of the disease is characterized by fever, lymphadenopathy, and hepatosplenomegaly. The late stage is characterized by an altered mental state, disturbances of sleep, and motor abnormalities. 4. The disease can be diagnosed by finding the parasite in the blood. It can be treated with suramin or pentamidine.","1. African Trypanosomiasis, also known as Sleeping Sickness, is caused by the protozoan parasite Trypanosoma brucei gambiense and Trypanosoma brucei rhodesiense. 2. The disease is transmitted by the bite of tsetse flies. 3. The early stage of the disease is characterized by fever, lymphadenopathy, and hepatosplenomegaly. 4. The late stage of the disease is characterized by central nervous system involvement, which may result in sleep disturbances and mental deterioration. 5. Without treatment, African trypanosomiasis is fatal.","2 types of organisms are responsible for African Trypanosomiasis, or Sleeping Sickness: Trypanosoma brucei gambiense and Trypanosoma brucei rhodesiense.",2 species of the parasitic protozoan genus Trypanosoma cause African trypanosomiasis: Trypanosoma brucei gambiense and Trypanosoma brucei rhodesiense.,"2. African Trypanosomiasis, or Sleeping Sickness, is classified under the disease known as Vector Borne Parasitic Diseases.",1) Early Hemolymphatic Stage: Trypanosoma brucei gambiense and Trypanosoma brucei rhodesiense; 2) Late Meningoencephalitic Stage: Trypanosoma brucei gambiense and Trypanosoma brucei rhodesiense
1. People who live or travel to areas where the disease is found.,"1. Individuals who live or travel to endemic areas are at risk for African trypanosomiasis. 2. The vector for the disease is the tsetse fly, which is found in sub-Saharan Africa.",1. Travelers to endemic areas 2. Local residents 3. Refugees 4. Military personnel 5. Health care workers,"1. People who live or travel to endemic areas of Africa, and 2. People who hunt and consume bush meat.",1) People living in endemic areas are at risk of infection. 2) Farmers are at higher risk of infection than other people living in endemic areas. 3) Men are more at risk of infection than women. 4) Travelers to endemic areas are at risk of infection.,"1. The distribution of African trypanosomes is restricted to the tsetse fly belt, which stretches across Africa between latitudes 10deg south and 15deg north. 2. The tsetse fly vector has a wide range, but the trypanosomes do not infect the fly outside of Africa. 3. The distribution of the African trypanosomes is restricted to the tsetse fly belt, which stretches across Africa between latitudes 10deg south and 15deg north. 4. The tsetse fly vector has a wide range, but the trypanosomes do not infect the fly outside of Africa."
"1) Blood examination: The diagnosis of African trypanosomiasis is confirmed by the identification of the parasite on blood smears. The diagnosis is established by the finding of the parasite, or its antigen, in the blood. 2) Lymph node examination: The diagnosis of African trypanosomiasis is also confirmed by the identification of the parasite on lymph node aspirates. The diagnosis is established by the finding of the parasite, or its antigen, in the lymph node aspirate. 3) Cerebrospinal fluid examination: The diagnosis of African trypanosomiasis is also confirmed by the identification of the parasite on cerebrospinal fluid (CSF) smears. The diagnosis is established by the finding of the parasite, or its antigen, in the CSF. 4) Microscopic examination of tissue: The diagnosis of African trypanosomiasis is also confirmed by the identification of the parasite on tissue smears. The diagnosis is established by the finding of the parasite, or its antigen, in the tissue. 5) Serologic tests: Serologic tests are also used to diagnose African trypanosomiasis. The diagnosis is established by the detection of antibodies to the parasite in the serum.",1) Microscopic examination of blood smears; 2) Animal inoculation; 3) Serological tests,"1. Signs and symptoms of African trypanosomiasis commonly include: 

Fever 
Lymphadenopathy 
Headache 
Weight loss 

2. Diagnosis is made by: 

Microscopic examination of blood or aspirates from lymph node or chancre 
Microscopic examination of tissue obtained by biopsy 

3. Serological tests are: 

Epidemiological - Antibodies to the surface antigen T. brucei SRA can be detected by IFA or ELISA 
Diagnostic - Antibodies to the variant surface antigens T. brucei VSG can be detected by IFA or ELISA 

4. Treatment of choice is: 

Pentamidine or suramin for early stage disease 
Eflornithine for late stage disease","1. Symptoms include: fatigue, fever, headache, joint pain, lymphadenopathy, and rash. 2. Diagnostic tests include: microscopic examination of fluid stained with Giemsa stain, and serological tests.","1. Blood tests: The first step in diagnosing African trypanosomiasis is a blood test to check for the presence of the protozoan parasites. 2. Lymph node biopsy: If the blood test is positive, a lymph node biopsy may be performed to confirm the diagnosis. 3. CSF analysis: In some cases, fluid from the spinal canal may be examined for the presence of the protozoan parasites.","1) History of travel to endemic area, and signs and symptoms of the disease; 2) Examination of blood, CSF, and urine for trypanosomes; 3) Serologic tests for antibodies to trypanosomes; 4) Lymph node biopsy; 5) Bone marrow aspiration; 6) Examination of CSF for increased pressure, leukocytosis, and increased protein; 7) Culture of organism; and 8) Polymerase chain reaction (PCR)."
1. Treatment for African trypanosomiasis must be taken under the supervision of a doctor. 2. Treatment for African trypanosomiasis usually involves taking medications that are toxic to the parasite. 3. Treatment for African trypanosomiasis usually involves taking a combination of medications. 4. Treatment for African trypanosomiasis usually lasts for a month or more. 5. Follow-up care is important to make sure that the parasites have been completely treated.,1. Treatment for African trypanosomiasis is only effective during the early stages of the disease. 2. Treatment for African trypanosomiasis is most effective when given during the first stage of the disease. 3. Treatment for African trypanosomiasis is most effective when given during the second stage of the disease. 4. Treatment for African trypanosomiasis is most effective when given during the third stage of the disease.,1) Treatment of early stage African trypanosomiasis usually involves the use of the drug suramin. 2) Treatment of late stage African trypanosomiasis usually involves the use of the drug melarsoprol.,1. Treatment Options: The treatment of choice for African trypanosomiasis is melarsoprol. 2. Drug of Choice: The drug of choice for African trypanosomiasis is melarsoprol.,1. Treatment of early stage African trypanosomiasis (sleeping sickness) is Pentamidine or Suramin. 2. Treatment of late stage African trypanosomiasis (sleeping sickness) is Melarsoprol.,1. Treatment for African Trypanosomiasis (also known as Sleeping Sickness) is a combination of medications. The first medication is called suramin and the second medication is called melarsoprol. 2. Treatment for African Trypanosomiasis (also known as Sleeping Sickness) is a combination of medications. The first medication is called pentamidine and the second medication is called melarsoprol.
